Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2,Sig. Str._%_1,Sig. Str._%_2
Kai Kara-France,Raulian Paiva,0,0,58,67,2,0,0,1,Flyweight,S-DEC,3,5:00,b5882371e2a3900d,W,L,3 Rnd (5-5-5),Marc Goddard,Derek Cleary28 - 29.Garth Harriman29 - 28.Christopher Shen28 - 29.,0.34,0.36,0,1,0,0,21,99,0.25,0.26,0.71,0.64,0.8,0.91,0.34,0.36,0.5,0.25,1.0,0.5,0.35,0.38,0.35,0.36
Teruto Ishihara,Kyung Ho Kang,1,1,26,17,1,0,1,0,Bantamweight,SUB Rear Naked Choke,1,3:59,b5882371e2a3900d,L,W,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0.36,0.44,0,1,0,0,12,74,0.33,0.41,0.2,0.58,0.67,0,0.31,0.38,0.6,0.61,0.0,0,0.38,0.48,0.36,0.45
Callan Potter,Jalin Turner,1,0,9,3,0,0,0,0,Lightweight,KO/TKO Kick,1,0:53,b5882371e2a3900d,L,W,3 Rnd (5-5-5),Peter Hickmott,Kick to Body At Distance,0.75,0.52,0,0,0,0,0,14,0.5,0.43,0,1.0,1.0,0,0.75,0.42,0,1.0,0,0.75,0.75,0.53,0.75,0.53
Wulijiburen,Jonathan Martinez,0,0,47,17,1,3,0,1,Bantamweight,U-DEC,3,5:00,b5882371e2a3900d,L,W,3 Rnd (5-5-5),Greg Kleynjans,Anthony Dimitriou27 - 30.Garth Harriman27 - 30.Evan Field28 - 29.,0.54,0.54,1,0,2,1,237,446,0.42,0.49,0.62,0.56,1.0,0.65,0.5,0.39,0,0.8,0.71,0.69,0.6,0.57,0.55,0.54
Raphael Assuncao,Marlon Moraes,1,0,10,2,0,0,1,0,Bantamweight,SUB Guillotine Choke,1,3:17,84283233ec42be5f,L,W,5 Rnd (5-5-5-5-5),Jason Herzog,Guillotine Choke On Ground,0.16,0.43,0,1,0,0,0,75,0.1,0.47,0,0.0,0.5,0.5,0.17,0.39,0,0,0,0.6,0.23,0.48,0.17,0.43
Jose Aldo,Renato Moicano,0,0,26,24,0,0,0,0,Featherweight,KO/TKO Punches,2,0:44,84283233ec42be5f,W,L,3 Rnd (5-5-5),Jerin Valel,Punches to Head At Distance,0.52,0.45,0,0,0,0,0,0,0.5,0.42,0.67,0.25,0.4,0.67,0.44,0.45,1.0,0,0,0,0.52,0.45,0.52,0.45
Demian Maia,Lyman Good,0,0,0,0,2,0,2,0,Welterweight,SUB Rear Naked Choke,1,2:38,84283233ec42be5f,W,L,3 Rnd (5-5-5),Osiris Maia,Rear Naked Choke,0.0,0.0,2,0,0,0,132,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.89,0.0,0.0,0.0
Charles Oliveira,David Teymur,0,1,28,26,1,0,1,0,Lightweight,SUB Anaconda Choke,2,0:55,84283233ec42be5f,W,L,3 Rnd (5-5-5),Jerin Valel,Anaconda Choke On Ground,0.48,0.49,1,0,0,0,12,35,0.5,0.4,0.33,0.75,0.75,0.8,0.47,0.49,0.54,0,0,0.5,0.51,0.53,0.48,0.49
Johnny Walker,Justin Ledet,1,0,7,0,0,0,0,0,Light Heavyweight,KO/TKO Spinning Back Fist,1,0:15,84283233ec42be5f,W,L,3 Rnd (5-5-5),Eduardo Herdy,Spinning Back Fist Head,0.87,0.0,0,0,0,0,4,0,0.86,0.0,0,0,1.0,0,1.0,0.0,0,0,0.75,0,0.88,0.0,0.88,0.0
Livinha Souza,Sarah Frota,0,0,23,32,4,0,3,0,Women's Strawweight,S-DEC,3,5:00,84283233ec42be5f,W,L,3 Rnd (5-5-5),Camila Albuquerque,Guilherme Bravo28 - 29.Joseph Terrell28 - 29.Hallison Pontes29 - 28.,0.35,0.35,3,0,0,0,221,275,0.29,0.32,0.6,0.58,0.5,0.33,0.33,0.29,1.0,1.0,0.31,0.83,0.64,0.55,0.35,0.36
Markus Perez,Anthony Hernandez,0,0,16,17,1,0,1,0,Middleweight,SUB Anaconda Choke,2,1:07,84283233ec42be5f,W,L,3 Rnd (5-5-5),Eduardo Herdy,Anaconda Choke On Ground,0.5,0.48,1,0,0,0,160,37,0.38,0.47,0.83,0.0,1.0,1.0,0.52,0.32,0.44,0.69,0,0,0.54,0.54,0.5,0.49
Mara Romero Borella,Taila Santos,0,0,29,36,2,1,0,2,Women's Flyweight,S-DEC,3,5:00,84283233ec42be5f,W,L,3 Rnd (5-5-5),Camila Albuquerque,Chris Lee29 - 28.Hallison Pontes28 - 29.Joseph Terrell28 - 29.,0.34,0.36,0,2,0,0,356,166,0.22,0.25,0.78,0.5,0.8,0.82,0.24,0.3,0.56,0.82,0.75,0,0.6,0.46,0.35,0.36
Thiago Alves,Max Griffin,0,1,83,112,0,2,0,0,Welterweight,S-DEC,3,5:00,84283233ec42be5f,W,L,3 Rnd (5-5-5),Jason Herzog,Guilherme Bravo28 - 29.Mike Bell29 - 28.Hallison Pontes28 - 29.,0.61,0.72,0,0,0,1,73,220,0.5,0.67,0.76,0.9,0.92,0,0.57,0.7,1.0,0.82,0,0.0,0.64,0.74,0.61,0.73
Junior Albini,Jairzinho Rozenstruik,1,0,19,18,0,2,0,0,Heavyweight,KO/TKO Kick,2,0:54,84283233ec42be5f,L,W,3 Rnd (5-5-5),Joao Claudio Soares,Kick to Head At Distance,0.66,0.7,0,0,0,1,186,15,0.44,0.65,1.0,0,1.0,1.0,0.68,0.53,0.5,1.0,0.67,1.0,0.74,0.76,0.67,0.7
Geraldo de Freitas,Felipe Colares,0,0,49,21,6,3,0,0,Featherweight,U-DEC,3,5:00,84283233ec42be5f,W,L,3 Rnd (5-5-5),Osiris Maia,Chris Lee27 - 30.Mike Bell27 - 30.Guilherme Bravo26 - 30.,0.64,0.41,0,0,2,0,394,254,0.57,0.31,0.78,0.75,1.0,0.57,0.59,0.31,0.81,0.89,0.75,0.33,0.71,0.47,0.64,0.41
Ricardo Ramos,Said Nurmagomedov,1,0,17,2,0,0,0,0,Bantamweight,KO/TKO Spinning Back Kick,1,2:28,84283233ec42be5f,L,W,3 Rnd (5-5-5),Joao Claudio Soares,Spinning Back Kick Body,0.25,0.7,0,0,0,0,0,4,0.2,0.46,0.5,1.0,0.0,1.0,0.25,0.63,0,1.0,0,0,0.25,0.71,0.25,0.71
Bibulatov Magomed,Rogerio Bontorin,0,0,40,58,1,4,2,0,Flyweight,S-DEC,3,5:00,84283233ec42be5f,L,W,3 Rnd (5-5-5),Jerin Valel,Mike Bell28 - 29.Guilherme Bravo29 - 28.Joseph Terrell28 - 29.,0.59,0.51,0,2,0,1,137,179,0.37,0.44,0.9,0.92,1.0,0.67,0.53,0.47,0.88,1.0,0.75,1.0,0.62,0.58,0.59,0.52
Henry Cejudo,TJ Dillashaw,1,0,18,1,0,0,0,0,Flyweight,KO/TKO Punches,1,0:32,d4da8995fc91e7ef,W,L,5 Rnd (5-5-5-5-5),Kevin MacDonald,Punches to Head On Ground,0.78,0.33,0,0,0,0,0,9,0.77,0.0,1.0,0,0,0.5,0.5,0.33,0,0,0.88,0,0.78,0.33,0.78,0.33
Greg Hardy,Allen Crowder,0,0,12,29,1,0,1,0,Heavyweight,DQ,2,2:28,d4da8995fc91e7ef,L,W,3 Rnd (5-5-5),Dan Miragliotta,Illegal Knee by Hardy,0.45,0.4,0,1,0,0,76,143,0.38,0.4,1.0,0,1.0,0,0.33,0.32,0.86,0.5,1.0,1.0,0.5,0.47,0.45,0.4
Gregor Gillespie,Yancy Medeiros,0,0,51,1,6,0,0,0,Lightweight,KO/TKO Punches,2,4:59,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Todd Ronald Anderson,Punches to Head From Back Control,0.71,0.08,0,0,1,1,527,7,0.66,0.09,1.0,0.0,1.0,0,0.09,0.09,0.67,0,0.86,0.0,0.77,0.08,0.72,0.08
Joseph Benavidez,Dustin Ortiz,1,0,21,49,7,3,0,0,Flyweight,U-DEC,3,5:00,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Blake Grice,Doug Crosby28 - 29.Darryl Porter28 - 29.Tim Corrado28 - 29.,0.42,0.56,0,0,2,1,407,182,0.23,0.39,0.75,0.88,0.67,0.0,0.45,0.36,0.0,0.96,0.25,0.78,0.51,0.68,0.42,0.56
Paige VanZant,Rachael Ostovich,0,0,17,10,0,4,2,0,Women's Flyweight,SUB Armbar,2,1:50,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Kevin MacDonald,Armbar On Ground,0.62,0.71,2,0,0,0,273,51,0.57,0.64,1.0,1.0,1.0,1.0,0.38,0.73,0,0,0.86,0.67,0.68,0.72,0.63,0.71
Glover Teixeira,Karl Roberson,0,1,6,24,1,0,1,0,Light Heavyweight,SUB Arm Triangle,1,3:21,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Side Control,0.54,0.8,1,0,0,0,106,41,0.55,0.79,0,1.0,0,0,0.0,0.33,0,1.0,0.75,0.81,0.77,0.83,0.55,0.8
Alexander Hernandez,Donald Cerrone,1,0,80,49,1,0,0,0,Lightweight,KO/TKO Kick,2,3:43,d4da8995fc91e7ef,L,W,3 Rnd (5-5-5),Todd Ronald Anderson,Kick to Head At Distance,0.46,0.49,0,0,0,0,22,29,0.34,0.43,0.6,0.82,1.0,1.0,0.39,0.42,0.74,0.64,0,0.88,0.49,0.5,0.47,0.49
Joanne Wood,Ariane da Silva,0,0,85,53,1,1,2,0,Women's Flyweight,U-DEC,3,5:00,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Blake Grice,Darryl Porter26 - 30.Sal D'amato26 - 30.Dave Tirelli27 - 30.,0.49,0.34,2,0,1,0,275,197,0.4,0.25,0.56,0.73,0.87,0.38,0.42,0.3,0.74,0.77,0.82,1.0,0.57,0.4,0.49,0.34
Alonzo Menifield,Vinicius Moreira,1,0,33,11,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:56,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0.55,0.52,0,0,0,0,29,80,0.54,0.0,0,0.67,1.0,0.83,0.52,0.5,0,0.6,0.64,0,0.56,0.55,0.55,0.52
Cory Sandhagen,Mario Bautista,1,0,17,9,1,1,2,0,Bantamweight,SUB Armbar,1,3:31,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Kevin MacDonald,Armbar On Ground,0.31,0.3,2,0,0,0,38,54,0.21,0.18,0.67,0.75,0.75,0.5,0.28,0.31,0,0.0,0.57,0,0.31,0.31,0.31,0.3
Dennis Bermudez,Te Edwards,0,1,63,23,5,0,2,0,Lightweight,U-DEC,3,5:00,d4da8995fc91e7ef,W,L,3 Rnd (5-5-5),Blake Grice,Doug Crosby26 - 30.Sal D'amato26 - 30.Darryl Porter26 - 30.,0.51,0.41,2,0,0,0,41,520,0.44,0.35,0.92,0.6,0.69,0.8,0.42,0.37,0.3,1.0,0.69,0.36,0.56,0.42,0.52,0.41
Belal Muhammad,Geoff Neal,2,0,71,63,0,0,0,0,Welterweight,U-DEC,3,5:00,d4da8995fc91e7ef,L,W,3 Rnd (5-5-5),Todd Ronald Anderson,Sal D'amato28 - 29.Eric Colon27 - 30.Tim Corrado27 - 30.,0.3,0.37,0,0,0,0,22,56,0.24,0.34,0.53,0.8,0.86,1.0,0.31,0.34,0.36,0.61,0,0.5,0.31,0.37,0.31,0.37
Kyle Stewart,Chance Rencountre,0,0,6,2,2,0,1,0,Welterweight,SUB Rear Naked Choke,1,2:25,d4da8995fc91e7ef,L,W,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0.18,0.66,0,1,0,0,0,119,0.0,0.62,1.0,0,0,1.0,0.18,0.57,0,0,0,1.0,0.18,0.59,0.18,0.67
Jon Jones,Alexander Gustafsson,0,0,59,22,1,0,0,0,Light Heavyweight,KO/TKO Punches,3,2:02,c046100aea0dba9a,W,L,5 Rnd (5-5-5-5-5),Mike Beltran,Punches to Head From Back Control,0.57,0.26,0,0,0,0,88,0,0.5,0.19,0.68,0.36,0.64,0.6,0.49,0.24,0.88,1.0,0.92,0,0.59,0.28,0.58,0.27
Cristiane Justino,Amanda Nunes,2,0,13,3,0,0,0,0,Women's Featherweight,KO/TKO Punches,1,0:51,c046100aea0dba9a,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head At Distance,0.2,0.61,0,0,0,0,0,1,0.08,0.6,0.67,0,0,1.0,0.21,0.63,0.0,0.5,0,0,0.2,0.62,0.2,0.62
Carlos Condit,Michael Chiesa,0,0,10,5,4,0,1,1,Welterweight,SUB Kimura,2,0:56,c046100aea0dba9a,L,W,3 Rnd (5-5-5),Mike Beltran,Kimura From Half Guard,0.2,0.45,1,1,1,0,18,250,0.11,0.4,0.4,1.0,1.0,0,0.11,0.25,0.5,1.0,0.5,0.5,0.51,0.48,0.21,0.45
Ilir Latifi,Corey Anderson,0,0,40,33,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,c046100aea0dba9a,L,W,3 Rnd (5-5-5),Marc Goddard,Derek Cleary28 - 29.Wade Vierra28 - 29.Junichiro Kamijo28 - 29.,0.42,0.33,0,0,0,0,46,24,0.35,0.26,0.6,0.5,1.0,0.83,0.37,0.33,0.62,0.29,0,0,0.43,0.35,0.42,0.33
Chad Mendes,Alexander Volkanovski,1,1,54,28,0,3,0,0,Featherweight,KO/TKO Punches,2,4:14,c046100aea0dba9a,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0.54,0.43,0,0,0,0,45,8,0.43,0.4,0.86,0.53,0.86,0.57,0.52,0.41,0.8,0.62,0,1.0,0.55,0.44,0.55,0.44
Andrei Arlovski,Walt Harris,0,0,44,24,0,1,0,0,Heavyweight,Overturned,3,5:00,c046100aea0dba9a,NC,NC,3 Rnd (5-5-5),Mike Beltran,Failed Drug Test by HarrisDave Hagen30 - 27.Wade Vierra28 - 29.Ron McCarthy28 - 29.,0.47,0.25,0,0,0,0,9,34,0.33,0.18,0.65,0.55,0.81,0.0,0.48,0.25,0.33,0.38,0,0,0.49,0.27,0.47,0.26
Cat Zingano,Megan Anderson,0,0,3,3,0,0,0,0,Women's Featherweight,KO/TKO Kick,1,1:01,c046100aea0dba9a,L,W,3 Rnd (5-5-5),Marc Goddard,"Kick to Head At Distance
      Eye Injury to Zingano",0.5,0.33,0,0,0,0,0,0,0.0,0.25,0,1.0,0.6,0,0.5,0.33,0,0,0,0,0.5,0.33,0.5,0.33
Douglas Silva de Andrade,Petr Yan,0,0,76,28,3,0,1,0,Bantamweight,KO/TKO,2,5:00,c046100aea0dba9a,L,W,3 Rnd (5-5-5),Mark Smith,"to    
      Corner Stoppage",0.36,0.64,0,1,0,0,0,215,0.3,0.57,0.5,0.85,0.38,0.8,0.35,0.54,1.0,1.0,0,0.81,0.36,0.7,0.36,0.64
BJ Penn,Ryan Hall,0,0,6,3,0,0,1,0,Lightweight,SUB Heel Hook,1,2:46,c046100aea0dba9a,L,W,3 Rnd (5-5-5),Ed Collantes,Heel Hook After Drop to Ground,0.37,0.4,0,1,0,0,93,0,0.2,0.0,1.0,0.5,0.5,0.83,0.4,0.43,0,0.0,0.33,0,0.53,0.42,0.38,0.4
Nathaniel Wood,Andre Ewell,1,0,61,15,2,0,1,0,Bantamweight,SUB Rear Naked Choke,3,4:12,c046100aea0dba9a,W,L,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,0.53,0.25,1,0,0,0,517,0,0.45,0.23,0.94,0.33,0.5,0,0.39,0.24,0.8,0.5,0.78,0,0.73,0.29,0.54,0.26
Uriah Hall,Bevon Lewis,1,0,39,68,0,0,0,0,Middleweight,KO/TKO Punch,3,1:32,c046100aea0dba9a,W,L,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,0.44,0.43,0,0,0,0,1,129,0.27,0.27,0.38,0.44,0.78,0.77,0.44,0.4,0,0.67,0,0,0.46,0.46,0.44,0.43
Curtis Millender,Siyar Bahadurzada,0,0,89,40,0,3,0,0,Welterweight,U-DEC,3,5:00,c046100aea0dba9a,W,L,3 Rnd (5-5-5),Mike Beltran,Sal D'amato28 - 29.Dave Hagen28 - 29.Mike Bell27 - 30.,0.53,0.33,0,0,0,0,17,194,0.53,0.31,0.4,0.29,0.67,0.67,0.53,0.28,1.0,0.4,0,0.75,0.54,0.44,0.54,0.33
Brian Kelleher,Montel Jackson,0,0,10,6,0,0,1,0,Bantamweight,SUB D'Arce Choke,1,1:40,c046100aea0dba9a,L,W,3 Rnd (5-5-5),Ed Collantes,D'Arce Choke On Ground,0.6,0.62,0,1,0,0,5,16,0.0,0.55,0.0,0.67,1.0,1.0,0.6,0.58,0,1.0,0,0.67,0.6,0.59,0.6,0.62
Kevin Lee,Al Iaquinta,0,0,111,102,0,3,0,0,Lightweight,U-DEC,5,5:00,7a703c565ccaa18f,L,W,5 Rnd (5-5-5-5-5),Keith Peterson,Sal D'amato47 - 48.Brian Puccillo47 - 48.Chris Lee46 - 49.,0.34,0.48,0,0,0,0,327,13,0.3,0.43,0.67,0.68,1.0,0.91,0.3,0.49,1.0,0,0.91,0.5,0.38,0.49,0.34,0.49
Edson Barboza,Dan Hooker,1,0,126,81,0,0,0,0,Lightweight,KO/TKO Punches,3,2:19,7a703c565ccaa18f,W,L,3 Rnd (5-5-5),Rob Hinds,Punches to Body At Distance,0.55,0.39,0,0,0,0,103,5,0.44,0.37,0.84,0.41,0.83,0.71,0.54,0.39,0.82,0.5,0,0,0.56,0.47,0.56,0.4
Rob Font,Sergio Pettis,0,0,111,71,2,1,1,0,Bantamweight,U-DEC,3,5:00,7a703c565ccaa18f,W,L,3 Rnd (5-5-5),Robert Madrigal,Brian Puccillo27 - 30.Rick Winter27 - 30.Chris Lee27 - 30.,0.44,0.38,1,0,1,0,289,16,0.37,0.32,0.89,0.78,1.0,1.0,0.45,0.39,1.0,0,0.42,0.0,0.46,0.43,0.45,0.38
Jim Miller,Charles Oliveira,0,0,0,1,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,1:15,7a703c565ccaa18f,L,W,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,0.5,0.0,0,1,0,0,0,47,0.0,0,0,0,1.0,0.0,0.5,0.0,0,0,0,0,0.5,0.5,0.5,0.0
Zak Ottow,Dwight Grant,0,0,14,25,1,1,0,0,Welterweight,S-DEC,3,5:00,7a703c565ccaa18f,W,L,3 Rnd (5-5-5),Rob Hinds,Brian Puccillo29 - 28.Chris Lee28 - 29.Rick Winter28 - 29.,0.19,0.29,0,0,0,0,173,19,0.09,0.21,0.5,0.78,0.5,0.75,0.16,0.25,0.67,0.83,1.0,1.0,0.27,0.35,0.2,0.3
King Green,Drakkar Klose,0,0,58,92,0,1,0,1,Lightweight,U-DEC,3,5:00,7a703c565ccaa18f,L,W,3 Rnd (5-5-5),Keith Peterson,Sal D'amato28 - 29.Rick Winter28 - 29.Brian Puccillo28 - 29.,0.59,0.44,1,0,0,0,221,55,0.43,0.29,0.87,0.75,0.81,0.77,0.55,0.39,0.87,0.82,0.77,0.67,0.62,0.48,0.6,0.44
Jared Gordon,Joaquim Silva,0,0,95,116,1,3,2,0,Lightweight,KO/TKO Punches,3,2:39,7a703c565ccaa18f,L,W,3 Rnd (5-5-5),Rob Hinds,Punches to Head At Distance,0.59,0.49,0,2,0,0,264,38,0.57,0.39,0.67,0.71,0.92,1.0,0.54,0.45,0.87,0.88,0.94,1.0,0.65,0.56,0.6,0.5
Gerald Meerschaert,Jack Hermansson,0,0,41,1,1,0,1,0,Middleweight,SUB Guillotine Choke,1,4:25,7a703c565ccaa18f,L,W,3 Rnd (5-5-5),Robert Madrigal,Guillotine Choke On Ground,0.5,0.69,0,1,1,0,15,238,0.0,0.69,1.0,0.75,0,1.0,0.0,1.0,1.0,0.67,0,0.69,0.5,0.73,0.5,0.69
Trevor Smith,Zak Cummings,1,0,56,54,0,0,0,0,Middleweight,U-DEC,3,5:00,7a703c565ccaa18f,L,W,3 Rnd (5-5-5),Keith Peterson,Sal D'amato28 - 29.Gabriel Sabaitis28 - 29.Larry Struck28 - 29.,0.52,0.4,0,0,1,0,126,124,0.49,0.28,0.79,0.82,0.25,0.85,0.51,0.38,0.56,0.57,0.62,1.0,0.57,0.43,0.52,0.4
Dan Ige,Jordan Griffin,0,0,56,56,3,0,0,1,Featherweight,U-DEC,3,5:00,7a703c565ccaa18f,W,L,3 Rnd (5-5-5),Joe Fipp,Brian Puccillo28 - 29.Chris Lee28 - 29.Rick Winter28 - 29.,0.52,0.52,0,1,1,1,415,239,0.48,0.49,0.88,1.0,0.75,0,0.38,0.48,1.0,1.0,0.64,0.55,0.6,0.58,0.52,0.52
Adam Milstead,Mike Rodriguez,2,0,35,10,0,0,0,0,Light Heavyweight,KO/TKO Knee,1,2:59,7a703c565ccaa18f,L,W,3 Rnd (5-5-5),Rob Hinds,Knee to Body At Distance,0.47,0.83,0,0,0,0,0,111,0.31,0.83,1.0,0.8,1.0,1.0,0.45,0.7,0,1.0,1.0,1.0,0.65,0.83,0.48,0.83
Chris de la Rocha,Juan Adams,0,0,86,41,2,1,0,0,Heavyweight,KO/TKO Knee,3,0:58,7a703c565ccaa18f,L,W,3 Rnd (5-5-5),Joe Fipp,Knee to Body In Clinch,0.53,0.59,0,0,0,0,59,277,0.47,0.56,0.91,1.0,1.0,0.8,0.54,0.45,0.43,0.87,1.0,0.8,0.57,0.67,0.54,0.6
Max Holloway,Brian Ortega,0,0,290,110,1,2,0,0,Featherweight,KO/TKO,4,5:00,2a74bbba57058f12,W,L,5 Rnd (5-5-5-5-5),Yves Lavigne,No details provided,0.59,0.37,0,0,0,0,16,145,0.57,0.33,0.75,0.89,1.0,1.0,0.59,0.36,0.8,0.9,1.0,0,0.61,0.38,0.59,0.38
Valentina Shevchenko,Joanna Jedrzejczyk,0,0,89,78,5,0,0,0,Women's Flyweight,U-DEC,5,5:00,2a74bbba57058f12,W,L,5 Rnd (5-5-5-5-5),Todd Ronald Anderson,Benoit Roussel46 - 49.Eric Colon46 - 49.Jason Rodgers46 - 49.,0.46,0.31,0,0,0,0,495,17,0.37,0.09,0.64,0.56,0.74,0.56,0.41,0.26,0.67,0.73,1.0,0,0.53,0.41,0.47,0.31
Alex Oliveira,Gunnar Nelson,0,0,11,36,2,0,1,0,Welterweight,SUB Rear Naked Choke,2,4:17,2a74bbba57058f12,L,W,3 Rnd (5-5-5),Jerin Valel,Rear Naked Choke,0.73,1.0,0,1,1,0,186,283,0.68,1.0,1.0,1.0,1.0,0,0.75,1.0,1.0,1.0,0.67,1.0,0.75,1.0,0.73,1.0
Hakeem Dawodu,Kyle Bochniak,0,0,103,42,0,2,0,0,Featherweight,S-DEC,3,5:00,2a74bbba57058f12,W,L,3 Rnd (5-5-5),Yves Lavigne,Benoit Roussel29 - 28.Eric Colon27 - 30.Jason Rodgers27 - 30.,0.48,0.38,0,0,0,0,2,112,0.35,0.34,0.73,0.44,0.94,0.52,0.48,0.38,1.0,0.3,0,1.0,0.49,0.41,0.49,0.39
Jimi Manuwa,Thiago Santos,2,0,42,27,1,0,0,0,Light Heavyweight,KO/TKO Punch,2,0:41,2a74bbba57058f12,L,W,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head In Clinch,0.64,0.56,0,0,0,0,145,79,0.5,0.47,1.0,0.93,0,1.0,0.4,0.44,0.89,0.79,0.67,0.0,0.67,0.67,0.64,0.57
Claudia Gadelha,Nina Nunes,0,0,96,49,0,2,0,0,Women's Strawweight,U-DEC,3,5:00,2a74bbba57058f12,L,W,3 Rnd (5-5-5),Jerin Valel,Declan Woods28 - 29.David Therien28 - 29.Greg Jackson28 - 29.,0.43,0.45,0,0,0,0,201,0,0.42,0.36,0.75,0.56,0.5,1.0,0.39,0.44,0.5,0.83,1.0,0,0.57,0.52,0.44,0.45
Olivier Aubin-Mercier,Gilbert Burns,1,0,76,40,3,0,0,0,Lightweight,U-DEC,3,5:00,2a74bbba57058f12,L,W,3 Rnd (5-5-5),Yves Lavigne,Eric Colon27 - 30.Declan Woods27 - 30.Sal D'amato28 - 29.,0.41,0.53,0,0,0,0,51,378,0.4,0.47,0.62,0.94,0,0.6,0.4,0.39,1.0,1.0,0,0.79,0.43,0.63,0.42,0.53
Katlyn Cerminara,Jessica Eye,0,0,81,65,0,0,0,0,Women's Flyweight,S-DEC,3,5:00,2a74bbba57058f12,L,W,3 Rnd (5-5-5),Todd Ronald Anderson,Declan Woods28 - 29.Benoit Roussel29 - 28.Greg Jackson28 - 29.,0.32,0.42,0,0,0,0,50,20,0.28,0.31,0.6,0.57,0.83,0.86,0.27,0.4,0.89,0.69,0.8,0,0.34,0.43,0.32,0.43
Elias Theodorou,Eryk Anders,0,1,92,65,0,0,0,0,Middleweight,S-DEC,3,5:00,2a74bbba57058f12,W,L,3 Rnd (5-5-5),Jerin Valel,Christopher Doyle28 - 29.Benoit Roussel29 - 28.Sal D'amato28 - 29.,0.43,0.48,0,0,0,0,36,23,0.24,0.47,0.74,0.62,0.71,1.0,0.37,0.46,0.7,0.61,0,0,0.46,0.49,0.44,0.49
Brad Katona,Matthew Lopez,0,0,76,69,0,4,0,1,Bantamweight,U-DEC,3,5:00,2a74bbba57058f12,W,L,3 Rnd (5-5-5),Brian Beauchamp,Patrick Goulah27 - 30.Jason Rodgers28 - 29.28 - 29.,0.48,0.48,0,1,0,0,13,55,0.38,0.41,0.46,0.55,0.92,0.92,0.46,0.49,0.67,0.5,0.83,0.5,0.51,0.51,0.48,0.49
Chad Laprise,Dhiego Lima,1,0,5,8,0,0,0,0,Welterweight,KO/TKO Punch,1,1:37,2a74bbba57058f12,L,W,3 Rnd (5-5-5),Graham Bettes,Punch to Head At Distance,0.5,0.2,0,0,0,0,0,2,0.22,0.17,0.0,1.0,1.0,0.0,0.5,0.2,0,0,0,0,0.5,0.2,0.5,0.2
Diego Ferreira,Kyle Nelson,0,0,54,20,2,0,1,0,Lightweight,KO/TKO Punches,2,1:23,2a74bbba57058f12,W,L,3 Rnd (5-5-5),Ivan Svec,Punches to Head From Mount,0.52,0.4,1,0,0,0,208,14,0.48,0.32,0.73,0.6,1.0,0.67,0.49,0.4,1.0,1.0,0.57,0.0,0.56,0.4,0.53,0.4
Devin Clark,Aleksandar Rakic,1,1,31,19,0,0,0,0,Light Heavyweight,KO/TKO Spinning Back Fist,1,4:05,2a74bbba57058f12,L,W,3 Rnd (5-5-5),Brian Beauchamp,Spinning Back Fist Head,0.61,0.68,0,0,0,0,49,66,0.58,0.5,0.0,1.0,1.0,0.82,0.23,0.58,0.9,1.0,0.88,0.62,0.67,0.7,0.61,0.69
Junior Dos Santos,Tai Tuivasa,1,0,26,16,0,0,0,0,Heavyweight,KO/TKO Punches,2,2:30,d1d20e651e6cbc02,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head From Mount,0.4,0.38,0,0,0,0,47,76,0.36,0.27,0.57,1.0,0.67,0.6,0.41,0.31,0.0,0.6,0.41,0,0.48,0.35,0.4,0.38
