First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Rafael,Tobias,Bipolar,"6' 2""",205 lbs.,"74.0""",Orthodox,14,1,0,False
Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,False
Dusko,Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,13,6,0,False
Tuco,Tokkos,,"6' 4""",205 lbs.,"76.0""",Orthodox,11,5,0,False
Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,False
Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,False
Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,False
Puja,Tomar,Cyclone,"5' 4""",115 lbs.,"59.0""",Southpaw,9,5,0,False
Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,False
James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,False
Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,False
Carl,Toomey,,--,--,--,,3,3,0,False
Ilia,Topuria,El Matador,"5' 7""",155 lbs.,"69.0""",Orthodox,17,0,0,True
Aleksandre,Topuria,El Conquistador,"5' 7""",135 lbs.,"68.0""",Orthodox,6,1,0,False
Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,False
Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,False
Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,False
Haven,Torres,,--,125 lbs.,--,,0,0,0,False
Alex,Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,False
Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,False
Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,False
Desmond,Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,False
Manuel,Torres,El Loco,"5' 10""",155 lbs.,"73.0""",Switch,16,3,0,False
Justice,Torres,,"5' 7""",145 lbs.,"66.0""",Southpaw,12,4,0,False
Eduardo,Torres Caut,Cyborg,"5' 7""",135 lbs.,"70.0""",Orthodox,16,2,0,False
Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,False
Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,False
Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,False
Slim,Trabelsi,,"6' 3""",235 lbs.,--,,5,0,0,False
Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,False
Bryan,Travers,,--,155 lbs.,--,,15,4,0,False
Alexander,Trevino,,--,170 lbs.,--,,7,7,0,False
Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,False
Angelo,Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,3,0,False
Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,False
Francisco,Trinaldo,Massaranduba,"5' 9""",170 lbs.,"70.0""",Southpaw,28,9,0,False
Damien,Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,False
Michael,Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,11,3,0,False
Antonio,Trocoli,Malvado,"6' 6""",185 lbs.,"79.0""",Orthodox,12,5,0,False
Tor,Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16,7,1,False
Aaron,Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,False
Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,--,,21,19,0,False
Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,False
Arman,Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,22,3,0,False
Rei,Tsuruya,,"5' 6""",125 lbs.,"68.0""",Orthodox,10,1,0,False
Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,False
Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,False
Gavin,Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13,3,0,False
Jumabieke,Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19,4,1,False
Tom,Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,False
Blair,Tugman,,"6' 0""",135 lbs.,--,,10,6,0,False
Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,15,8,0,False
Zubaira,Tukhugov,Warrior,"5' 8""",155 lbs.,"68.0""",Orthodox,20,6,1,False
Teila,Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,False
Marco,Tulio,Matuto,"6' 0""",185 lbs.,"74.0""",Orthodox,14,1,0,False
Nyamjargal,Tumendemberel,Art of Knockout,"5' 7""",125 lbs.,"71.0""",Orthodox,9,1,0,False
Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0,False
Ricky,Turcios,,"5' 9""",135 lbs.,"71.0""",Orthodox,13,5,0,False
Anton,Turkalj,The Pleasure Man,"6' 4""",205 lbs.,"78.0""",Orthodox,8,4,0,False
Wellington,Turman,The Prodigy,"6' 0""",170 lbs.,"72.0""",Orthodox,18,8,0,False
Courtney,Turner,,"6' 2""",170 lbs.,--,,0,3,0,False
Jalin,Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,14,9,0,False
Austin,Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,False
Marcin,Tybura,Tybur,"6' 3""",246 lbs.,"78.0""",Orthodox,27,10,0,False
Raphael,Uchegbu,,"5' 9""",135 lbs.,"73.0""",Orthodox,10,2,0,False
Takeru,Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,6,1,0,False
Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,False
Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,False
Christian,Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,False
Andy,Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,False
Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,17,2,0,False
Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,13,1,0,False
Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,False
Jeremy,Umphries,,--,160 lbs.,--,,5,2,0,False
Zach,Underwood,,"6' 2""",185 lbs.,--,,13,7,0,False
Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5,False
Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,14,12,2,False
Logan,Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,5,1,0,False
Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1,False
Elias,Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0,False
Gilbert,Urbina,The RGV Bad Boy,"6' 3""",170 lbs.,"75.0""",Orthodox,7,5,0,False
Guilherme,Uriel,Urso,"6' 1""",265 lbs.,"74.0""",Orthodox,6,2,0,False
Nick,Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0,False
Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21,8,6,False
Sho Patrick,Usami,Savage,"5' 9""",155 lbs.,"70.0""",Orthodox,4,1,0,False
Kamaru,Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,21,4,0,False
Mohammed,Usman,The Motor,"6' 2""",239 lbs.,"79.0""",Orthodox,12,4,0,False
Darren,Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,10,6,0,False
Richie,Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0,False
Rashid,Vagabov,Rambo,--,125 lbs.,--,Orthodox,13,2,0,False
Artem,Vakhitov,,"6' 1""",205 lbs.,"75.0""",Orthodox,3,1,0,False
Egidijus,Valavicius,,"6' 0""",200 lbs.,--,Orthodox,29,12,0,False
Genaro,Valdez,Rayadito,"5' 9""",155 lbs.,"72.0""",Orthodox,10,3,0,False
Charlie,Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,False
Robert,Valentin,Robzilla,"6' 2""",185 lbs.,"77.0""",Orthodox,11,6,0,False
Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,13,6,2,False
Ivan,Valenzuela,Bam Bam,"6' 2""",185 lbs.,"77.0""",Orthodox,8,2,0,False
Victor,Valenzuela,Psicosis,--,170 lbs.,--,,12,3,0,False
Timur,Valiev,Lucky,"5' 6""",135 lbs.,"67.0""",Orthodox,18,3,0,False
Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,18,10,0,False
Andrew,Valladerez,,--,135 lbs.,--,,5,7,0,False
Kevin,Vallejos,El Chino,"5' 7""",145 lbs.,"68.0""",Switch,16,1,0,False
Isaac,Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,1,False
Joshua,Van,The Fearless,"5' 5""",125 lbs.,"65.0""",Orthodox,15,2,0,False
Mike,van Arsdale,,"6' 2""",205 lbs.,--,Switch,8,5,0,False
Matt,Van Buren,Gutter,"6' 5""",205 lbs.,--,,7,6,0,False
Ron,van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,0,1,0,False
Lloyd,Van Dams,,"6' 1""",240 lbs.,--,Southpaw,0,1,0,False
Alain,Van der Merckt,Top Boy,--,185 lbs.,--,,8,0,0,False
Cameron,VanCamp,Jumpman,"6' 2""",155 lbs.,"74.0""",Switch,15,7,1,False
Chad,Vance,,"6' 0""",185 lbs.,--,Orthodox,7,5,0,False
Jared,Vanderaa,,"6' 4""",265 lbs.,"80.0""",Orthodox,12,10,0,False
Austin,Vanderford,The Gentleman,"5' 11""",170 lbs.,"74.0""",Orthodox,13,2,0,False
Lando,Vannata,Groovy,"5' 9""",155 lbs.,"71.0""",Orthodox,12,7,2,False
Paige,VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,8,5,0,False
Paul,Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9,9,0,False
Kazula,Vargas,,"5' 8""",155 lbs.,"71.0""",Southpaw,12,5,0,False
Jamie,Varner,,"5' 8""",155 lbs.,"71.0""",Orthodox,21,11,1,False
Guilherme,Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,9,4,0,False
Linton,Vassell,The Swarm,"6' 4""",205 lbs.,--,,18,5,0,False
Billy,Vaughan,,"5' 6""",155 lbs.,--,,12,17,0,False
Yuri,Vaulin,,"6' 4""",197 lbs.,--,Southpaw,0,1,0,False
Javier,Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16,5,0,False
Manny,Vazquez,,"5' 10""",125 lbs.,"72.0""",Orthodox,11,2,0,False
Matt,Veach,,"5' 11""",155 lbs.,--,Orthodox,17,5,0,False
Joe,Vedepo,The Doctor,"6' 0""",185 lbs.,--,Orthodox,18,9,0,False
Kelly,Velasco,Killer,"5' 9""",135 lbs.,--,Orthodox,2,1,0,False
Greg,Velasco,The Viking King,"6' 2""",265 lbs.,"70.0""",Southpaw,6,1,0,False
Cain,Velasquez,,"6' 1""",240 lbs.,"77.0""",Orthodox,14,3,0,False
David,Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10,10,0,False
Bojan,Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,15,6,1,False
Karlos,Vemola,,"6' 0""",185 lbs.,"75.0""",Orthodox,17,5,0,False
Luigi,Vendramini,The Italian Stallion,"5' 8""",155 lbs.,"73.0""",Orthodox,9,3,0,False
Jerrel,Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4,3,0,False
Scott,Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,14,6,1,False
Brandon,Vera,The Truth,"6' 3""",230 lbs.,"78.0""",Orthodox,15,7,0,False
Kerry,Vera,,"5' 7""",135 lbs.,--,Orthodox,2,0,0,False
Marlon,Vera,Chito,"5' 8""",135 lbs.,"70.0""",Switch,23,10,1,False
Carlos,Vera,Pequeno,"5' 6""",135 lbs.,"69.0""",Orthodox,12,4,0,False
Isis,Verbeek,Fight Queen,"5' 4""",115 lbs.,"64.0""",Orthodox,5,2,0,False
Ernie,Verdicia,,"5' 11""",199 lbs.,--,Orthodox,0,1,0,False
Joe,Veres,,"5' 7""",155 lbs.,--,Orthodox,4,3,0,False
Nikolay,Veretennikov,,"6' 1""",170 lbs.,"74.0""",Orthodox,13,6,0,False
CJ,Vergara,,"5' 6""",125 lbs.,"68.0""",Orthodox,12,7,1,False
Renato,Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,7,5,0,False
Bryan,Vetell,,"6' 3""",265 lbs.,--,Southpaw,4,3,0,False
Marvin,Vettori,The Italian Dream,"6' 0""",185 lbs.,"74.0""",Southpaw,19,9,1,False
Hugo,Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8,4,0,False
Guilherme,Viana,,"6' 4""",205 lbs.,--,,7,3,0,False
Polyana,Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,13,8,0,False
Vitor,Vianna,,--,205 lbs.,--,Orthodox,12,3,1,False
James,Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,13,5,0,False
Tamires,Vidal,Tractor,"5' 6""",135 lbs.,"68.0""",Orthodox,7,4,0,False
Freddy,Vidal,The Barbarian,"6' 3""",205 lbs.,"79.0""",Orthodox,4,0,0,False
Milton,Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,13,8,2,False
Reginaldo,Vieira,,"5' 7""",135 lbs.,"65.0""",Orthodox,13,5,0,False
Ketlen,Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,15,4,0,False
Rodolfo,Vieira,,"6' 0""",185 lbs.,"73.0""",Orthodox,11,3,0,False
Steve,Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12,6,0,False
Alejandro,Villalobos,,"5' 7""",145 lbs.,--,,17,5,0,False
DeMarco,Villalona,,"5' 9""",185 lbs.,--,,1,3,0,False
Gian,Villante,,"6' 3""",230 lbs.,"76.0""",Orthodox,17,14,0,False
Ike,Villanueva,Hurricane,"6' 1""",205 lbs.,"73.0""",Orthodox,18,14,0,False
Ruben,Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,22,28,3,False
Armando,Villarreal,La Lumbre,"5' 7""",135 lbs.,"66.0""",Southpaw,5,2,0,False
Pablo,Villaseca,El Gallo,"5' 7""",155 lbs.,--,,12,3,0,False
Joey,Villasenor,Smokin' Joe,"6' 0""",185 lbs.,--,Orthodox,29,10,0,False
Danillo,Villefort,Indio,"6' 1""",185 lbs.,--,Orthodox,15,5,0,False
Yuri,Villefort,,"6' 0""",170 lbs.,"73.0""",Orthodox,10,5,0,False
Marcos,Vinicius,Vina,"5' 9""",125 lbs.,--,Orthodox,23,11,1,False
Brandon,Visher,The Viper,"5' 6""",135 lbs.,"68.0""",Orthodox,13,3,0,False
Falaniko,Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,30,11,0,False
Cheyanne,Vlismas,The Warrior Princess,"5' 3""",115 lbs.,"63.0""",Switch,7,3,0,False
Bobby,Voelker,Vicious,"6' 0""",170 lbs.,"74.0""",Orthodox,19,13,0,False
Mateo,Vogel,Carrapato,"5' 8""",145 lbs.,"71.0""",Orthodox,8,3,0,False
Danylo,Voievodkin,,"6' 4""",265 lbs.,"78.0""",Southpaw,7,0,0,False
Alexander,Volkanovski,The Great,"5' 6""",145 lbs.,"71.0""",Orthodox,27,4,0,True
Jacob,Volkmann,Christmas,"5' 9""",155 lbs.,"71.0""",Southpaw,19,7,0,False
Alexander,Volkov,Drago,"6' 7""",250 lbs.,"80.0""",Orthodox,38,11,0,False
Mark,Vologdin,,--,135 lbs.,--,,12,3,1,False
Jason,Von Flue,Live Wire,"6' 0""",170 lbs.,--,Orthodox,14,12,1,False
Milco,Voorn,,--,220 lbs.,--,Orthodox,20,11,1,False
Mark,Vorgeas,,"5' 10""",135 lbs.,--,,5,3,1,False
Igor,Vovchanchyn,Ice Cold,"5' 8""",205 lbs.,--,Orthodox,55,10,0,False
Jordan,Vucenic,The Epidemic,"5' 10""",155 lbs.,"73.0""",Orthodox,13,4,0,False
James,Wade,,"5' 10""",205 lbs.,--,,4,11,0,False
Chris,Wade,,"5' 10""",155 lbs.,"70.0""",Orthodox,12,3,0,False
Neil,Wain,Old School,"5' 10""",242 lbs.,--,Orthodox,13,4,0,False
TJ,Waldburger,,"5' 11""",170 lbs.,"75.0""",Orthodox,16,9,0,False
Chase,Waldon,,"6' 1""",185 lbs.,"75.0""",Orthodox,11,2,0,False
Andre,Walker,,"5' 11""",205 lbs.,--,Southpaw,1,5,0,False
Herschel,Walker,,"6' 1""",215 lbs.,--,Orthodox,2,0,0,False
Donny,Walker,Eagle Eye,"5' 9""",135 lbs.,--,,15,10,0,False
Johnny,Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,22,9,0,False
Brogan,Walker,The Bear,"5' 4""",125 lbs.,"67.0""",Switch,7,4,0,False
Valter,Walker,The Clean Monster,"6' 6""",265 lbs.,"78.0""",Orthodox,14,1,0,False
Julius,Walker,Juice Box,"6' 4""",205 lbs.,"78.0""",Orthodox,7,1,0,False
Ben,Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,8,7,1,False
Crafton,Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,18,6,1,False
Rodney,Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72.0""",Switch,26,15,1,False
Jeremy,Wallace,,"5' 9""",--,--,,4,6,0,False
Randall,Wallace,Braveheart,"5' 11""",185 lbs.,"73.0""",Orthodox,15,6,0,False
James,Wallace,Jesse,"5' 10""",155 lbs.,"69.0""",Orthodox,5,2,0,False
Jim,Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,29,11,0,False
Cory,Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,8,2,0,False
Richard,Walsh,Filthy Rich,"6' 0""",170 lbs.,"73.0""",Orthodox,9,5,0,False
Patrick,Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,10,3,0,False
Erick,Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,3,3,0,False
Dimitiri,Wanderley,,--,205 lbs.,--,Orthodox,5,2,0,False
Andy,Wang,,"5' 6""",155 lbs.,--,Orthodox,7,8,1,False
Sai,Wang,The Fire Kylin,"6' 0""",170 lbs.,--,Southpaw,20,6,1,False
Anying,Wang,,"6' 0""",170 lbs.,--,Orthodox,2,1,0,False
Wang,Cong,The Joker,"5' 6""",125 lbs.,"66.0""",Southpaw,8,1,0,False
Joshua,Wang-Kim,Twin Dragon,"5' 9""",135 lbs.,"71.0""",Switch,5,2,0,False
Curt,Warburton,,"6' 0""",155 lbs.,"73.0""",Orthodox,13,6,0,False
Brennan,Ward,The Irish Bad Boy,"5' 10""",170 lbs.,"71.0""",,14,5,0,False
Charlie,Ward,,"5' 11""",170 lbs.,--,Orthodox,3,3,0,False
Terrion,Ware,Flash,"5' 8""",135 lbs.,"71.0""",Orthodox,17,9,0,False
Joe,Warren,,"5' 6""",135 lbs.,--,Orthodox,15,6,0,False
Brian,Warren,Mr. Unbreakable,"6' 0""",185 lbs.,--,Orthodox,18,17,1,False
Merritt,Warren,,"5' 10""",155 lbs.,--,Southpaw,3,3,0,False
Idris,Wasi,,"6' 0""",186 lbs.,--,,2,14,0,False
Kengo,Watanabe,,"6' 4""",220 lbs.,--,Orthodox,8,13,3,False
Kazuhisa,Watanabe,,"5' 6""",139 lbs.,--,,0,1,0,False
Ron,Waterman,H20,"6' 2""",280 lbs.,--,Orthodox,16,6,2,False
Andy,Waters,,"6' 0""",170 lbs.,--,,1,2,0,False
Dominic,Waters,Sho Nuff,"6' 1""",170 lbs.,"79.0""",Orthodox,9,5,0,False
Trey,Waters,The Truth,"6' 5""",170 lbs.,"77.0""",Orthodox,9,2,0,False
Michelle,Waterson-Gomez,The Karate Hottie,"5' 3""",115 lbs.,"62.0""",Orthodox,18,13,0,False
Sam,Watford,,--,155 lbs.,--,,2,2,0,False
Blake,Watkins,,--,185 lbs.,--,,5,1,0,False
Kyle,Watson,,"6' 0""",155 lbs.,--,Southpaw,13,8,1,False
Maka,Watson,,--,155 lbs.,--,,4,2,0,False
Walel,Watson,The Gazelle,"5' 11""",135 lbs.,"75.0""",Orthodox,14,10,0,False
Tom,Watson,Kong,"6' 1""",185 lbs.,"73.0""",Orthodox,17,9,0,False
Enrique,Watson,,--,185 lbs.,--,,3,1,0,False
Brok,Weaver,Chata Tuska,"6' 0""",155 lbs.,"73.0""",Southpaw,15,6,0,False
Jonavin,Webb,The Spyder,"5' 10""",170 lbs.,--,Orthodox,9,2,0,False
Stephanie,Webber,,"5' 6""",135 lbs.,--,,2,2,0,False
Royston,Wee,,"5' 7""",135 lbs.,"67.0""",Orthodox,4,1,0,False
Darian,Weeks,,"5' 11""",170 lbs.,"72.0""",Orthodox,5,3,0,False
Joshua,Weems,Wide Open,"5' 8""",135 lbs.,"69.0""",Orthodox,11,3,0,False
Daniel,Weichel,The Weasel,"5' 10""",145 lbs.,"70.0""",,39,9,0,False
Chris,Weidman,The All-American,"6' 2""",185 lbs.,"78.0""",Orthodox,16,8,0,False
Mark,Weir,The Wizard,"6' 2""",185 lbs.,--,Southpaw,21,18,1,False
Christian,Wellisch,The Hungarian Nightmare,"6' 2""",234 lbs.,"77.0""",Orthodox,8,5,0,False
Malcolm,Wellmaker,The Machine,"5' 10""",135 lbs.,"71.0""",Switch,10,0,0,False
Jeremiah,Wells,,"5' 9""",170 lbs.,"74.0""",Switch,12,4,1,False
Fabricio,Werdum,Vai Cavalo,"6' 4""",231 lbs.,"77.0""",Orthodox,24,9,1,False
Mike,Wessel,Juggernaut,"6' 0""",260 lbs.,--,Orthodox,15,8,0,False
Dustin,West,,"5' 11""",170 lbs.,--,,6,6,0,False
Sheldon,Westcott,,"6' 1""",170 lbs.,"71.0""",Southpaw,10,3,1,False
Aaron,Wetherspoon,Slam,--,170 lbs.,--,,9,5,0,False
Coty,Wheeler,Ox,"5' 6""",135 lbs.,"67.0""",Orthodox,14,5,0,False
Vernon,White,Tiger,"6' 0""",205 lbs.,--,Southpaw,26,33,2,False
Steve,White,,"5' 11""",175 lbs.,--,,1,4,0,False
Alex,White,The Spartan,"6' 0""",155 lbs.,"71.0""",Southpaw,13,6,0,False
Craig,White,The Thundercat,"6' 2""",170 lbs.,"76.0""",Orthodox,14,9,0,False
Patrik,White,Primetime,"6' 0""",155 lbs.,"72.0""",Orthodox,9,2,0,False
Robert,Whiteford,The Hammer,"5' 9""",145 lbs.,"69.0""",Southpaw,14,4,0,False
Mike,Whitehead,,"6' 1""",205 lbs.,--,Orthodox,27,8,0,False
Garett,Whiteley,Goodnight,"6' 0""",155 lbs.,"72.0""",Orthodox,7,3,0,False
Mitch,Whitesel,,"5' 9""",185 lbs.,--,,17,27,0,False
Emily,Whitmire,Spitfire,"5' 5""",125 lbs.,"63.0""",Orthodox,4,5,0,False
Robert,Whittaker,The Reaper,"6' 0""",185 lbs.,"73.0""",Orthodox,27,9,0,False
Josh,Wick,The White Mamba,"5' 9""",155 lbs.,"69.0""",Switch,12,6,0,False
Adam,Wieczorek,Siwy,"6' 5""",250 lbs.,"81.0""",Orthodox,10,2,0,False
Orlando,Wiet,The Gladiator,"5' 10""",170 lbs.,--,Southpaw,1,5,0,False
Jonathan,Wiezorek,,"6' 3""",250 lbs.,--,Southpaw,11,2,0,False
Jakub,Wiklacz,,--,135 lbs.,--,Orthodox,16,3,2,False
Justin,Wilcox,Silverback,"5' 6""",155 lbs.,--,Orthodox,14,7,0,False
Joe,Wilk,The Nose,"5' 9""",145 lbs.,--,,19,11,0,False
Aaron,Wilkinson,The Daywalker,"5' 10""",155 lbs.,--,Orthodox,11,7,0,False
Mike,Wilkinson,The Warrior,"5' 7""",145 lbs.,"66.0""",Orthodox,9,4,0,False
Rob,Wilkinson,Razor,"6' 3""",185 lbs.,"80.0""",Orthodox,11,2,0,False
James,Wilks,Lightning,"6' 1""",170 lbs.,"75.0""",Orthodox,7,4,0,False
Tedd,Williams,,"6' 1""",275 lbs.,--,Orthodox,7,1,0,False
Pete,Williams,El Duro,"6' 3""",235 lbs.,--,Orthodox,12,6,0,False
Rubin,Williams,Mr. Hollywood,"6' 1""",185 lbs.,--,Orthodox,0,1,0,False
Carter,Williams,The Beast,"6' 1""",265 lbs.,--,Orthodox,4,5,0,False
Patrick,Williams,The Animal,"5' 8""",135 lbs.,"73.0""",Orthodox,8,6,0,False
Tim,Williams,The South Jersey Strangler,"6' 2""",185 lbs.,"76.0""",Orthodox,15,5,0,False
Jordan,Williams,Bomaye,"6' 1""",185 lbs.,"75.0""",Southpaw,9,6,0,False
Cole,Williams,Havoc,"6' 0""",170 lbs.,"73.0""",Orthodox,11,3,0,False
Khaos,Williams,The OxFighter,"6' 0""",170 lbs.,"77.0""",Orthodox,15,5,0,False
Karl,Williams,,"6' 3""",235 lbs.,"79.0""",Orthodox,10,2,0,False
Karl,Willis,,--,--,--,,0,5,0,False
Justin,Willis,Big Pretty,"6' 1""",264 lbs.,"78.0""",Southpaw,8,2,0,False
Chris,Wilson,The Professor,"6' 1""",170 lbs.,"75.0""",Orthodox,18,10,0,False
Greg,Wilson,,--,155 lbs.,--,,2,3,0,False
Jonathan,Wilson,Johnny Bravo,"6' 2""",205 lbs.,"75.0""",Southpaw,7,3,0,False
Sean,Wilson,P-Town,"5' 8""",145 lbs.,--,,36,29,0,False
Westin,Wilson,,"6' 1""",145 lbs.,"73.0""",Southpaw,17,10,0,False
Damon,Wilson,The Nomad,"5' 9""",145 lbs.,"69.0""",Switch,9,3,0,False
Matt,Wiman,,"5' 10""",155 lbs.,"68.0""",Orthodox,16,10,0,False
Eddie,Wineland,,"5' 7""",135 lbs.,"69.0""",Orthodox,24,16,1,False
Deron,Winn,,"5' 6""",185 lbs.,"70.0""",Orthodox,7,3,0,False
Andre,Winner,,"5' 11""",155 lbs.,"73.0""",Orthodox,21,11,2,False
Eric,Wisely,Little Lee,"5' 8""",145 lbs.,--,Southpaw,26,9,1,False
Keith,Wisniewski,The Polish Connection,"6' 0""",170 lbs.,--,Orthodox,28,15,1,False
Jason,Witt,The Vanilla Gorilla,"5' 10""",170 lbs.,"70.0""",Orthodox,19,9,0,False
Travis,Wiuff,The Diesel,"6' 3""",205 lbs.,--,Orthodox,75,21,0,False
Ray,Wizard,,--,--,--,,0,1,0,False
Karolina,Wojcik,Polish Assassin,"5' 2""",115 lbs.,--,Orthodox,9,2,0,False
Danyelle,Wolf,,"5' 11""",145 lbs.,"70.0""",Orthodox,1,1,0,False
Brandon,Wolff,,"5' 9""",170 lbs.,--,Orthodox,7,5,0,False
Xue Do,Won,,"5' 7""",165 lbs.,--,,0,1,0,False
Kwon,Won Il,Pretty Boy,--,145 lbs.,--,,14,5,0,False
Joanne,Wood,JoJo,"5' 6""",125 lbs.,"65.0""",Orthodox,17,8,0,False
Nathaniel,Wood,The Prospect,"5' 6""",145 lbs.,"69.0""",Orthodox,21,6,0,False
Val,Woodburn,The Animal,"5' 8""",170 lbs.,"74.0""",Orthodox,7,2,0,False
